sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
FAM222B_+_27169594.23-P1	FAM222B__P1	3713	4095/4676.1	3713	4385.5	0.2401	1.6882e+05	3.5843e+05	1.1233	0.86935	0.13065	0.26131	0.47609	True
VPS9D1__P1P2__primarysecondary__RVS__74	VPS9D1__P1P2	4827.9	4306.5/3728.8	4827.9	4017.6	-0.26499	1.669e+05	5.2094e+05	1.1226	0.1308	0.8692	0.2616	0.47654	False
PORCN__P2__primarysecondary__RVS__88	PORCN__P2	4691.9	5377.4/5593.6	4691.9	5485.5	0.22541	23364	5.0017e+05	1.1221	0.8691	0.1309	0.2618	0.47681	True
non-targeting_00935	negative_control__na	5345.9	5126.5/3823.8	5345.9	4475.2	-0.25643	8.4862e+05	6.0233e+05	1.1219	0.13095	0.86905	0.2619	0.47684	False
ADAM18_+_39442506.23-P1P2	ADAM18__P1P2	4960.8	3888.7/4381.7	4960.8	4135.2	-0.26254	1.2153e+05	5.4148e+05	1.1219	0.13096	0.86904	0.26192	0.47684	False
ATRN__P1P2__primary__RVS__45	ATRN__P1P2	4532	3812/3704.5	4532	3758.3	-0.27003	5773.5	4.7607e+05	1.1215	0.13105	0.86895	0.26209	0.47707	False
NPY4R__47083254__FWD__34	NPY4R__P1P2	4364.9	5142.1/5094.3	4364.9	5118.2	0.22963	1141.3	4.5127e+05	1.1214	0.86893	0.13107	0.26214	0.47707	True
GOLGA7B__P1P2__secondary__RVS__78	GOLGA7B__P1P2	4744.8	5192.9/5895.4	4744.8	5544.1	0.22456	2.4676e+05	5.0822e+05	1.1212	0.8689	0.1311	0.2622	0.47709	True
SERBP1__P1P2__primary__FWD__240	SERBP1__P1P2	4936.9	4293/3936.5	4936.9	4114.8	-0.26274	63564	5.3777e+05	1.1211	0.13113	0.86887	0.26225	0.47709	False
TRIM28_+_59055947.23-P1P2	TRIM28__P1P2	4318.2	3647.2/3495.9	4318.2	3571.5	-0.27383	11442	4.4441e+05	1.1201	0.13134	0.86866	0.26268	0.47778	False
GDF7__20866693__FWD__52	GDF7__P1P2	4535.2	5552.6/5063.6	4535.2	5308.1	0.227	1.1959e+05	4.7654e+05	1.1197	0.86858	0.13142	0.26284	0.47799	True
MIR205HG__209601956__RVS__23	MIR205HG__P2	3559.4	2989.9/2828.9	3559.4	2909.4	-0.29082	12952	3.375e+05	1.1189	0.1316	0.8684	0.26319	0.47849	False
LYPLA2_-_24117646.23-P1P2	LYPLA2__P1P2	3868.7	3016.8/3341.3	3868.7	3179	-0.28319	52624	3.8002e+05	1.1188	0.13161	0.86839	0.26322	0.47849	False
PCSK1N__P1P2__primary__FWD__428	PCSK1N__P1P2	3264.6	2497.4/5253.6	3264.6	3875.5	0.24741	3.7982e+06	2.9841e+05	1.1183	0.86829	0.13171	0.26342	0.47878	True
SENP2__P1P2__primary__FWD__49	SENP2__P1P2	3720.3	2981.6/3118.6	3720.3	3050.1	-0.28648	9390.3	3.5943e+05	1.1179	0.13181	0.86819	0.26361	0.47903	False
PRAMEF12__12834811__FWD__12	PRAMEF12__ENST00000357726.4	5499.5	5075.7/7693.2	5499.5	6384.5	0.21523	3.4255e+06	6.2714e+05	1.1175	0.86811	0.13189	0.26378	0.47918	True
LYRM7__P1P2__primary__FWD__41	LYRM7__P1P2	3605.1	2927.7/2972.4	3605.1	2950	-0.28921	999.39	3.4368e+05	1.1174	0.13192	0.86808	0.26383	0.47918	False
PARN__P1P2__primary__RVS__-6	PARN__P1P2	4662.8	4724.3/6174.8	4662.8	5449.6	0.22489	1.052e+06	4.9576e+05	1.1174	0.86808	0.13192	0.26384	0.47918	True
non-targeting_00464	negative_control__na	4129.3	4794.8/4902.4	4129.3	4848.6	0.23163	5792.7	4.1698e+05	1.114	0.86735	0.13265	0.2653	0.48173	True
non-targeting_01127	negative_control__na	4558	3218/4354.7	4558	3786.3	-0.26753	6.4611e+05	4.7996e+05	1.1138	0.13267	0.86733	0.26535	0.48173	False
non-targeting_00956	negative_control__na	5523.4	6905.5/5909.4	5523.4	6407.5	0.21417	4.9618e+05	6.3102e+05	1.1129	0.86713	0.13287	0.26573	0.48234	True
MON2__P1P2__primary__FWD__64	MON2__P1P2	3655.9	4124/4505.6	3655.9	4314.8	0.239	72799	3.506e+05	1.1128	0.86709	0.13291	0.26581	0.4824	True
MID1IP1__P1P2__primarysecondary__RVS__45	MID1IP1__P1P2	4404.4	3431.5/3873.1	4404.4	3652.3	-0.27005	97512	4.5709e+05	1.1124	0.13299	0.86701	0.26599	0.48262	False
ABCB10__P1P2__primary__RVS__41	ABCB10__P1P2	3643.5	4453.7/4147	3643.5	4300.4	0.23907	47040	3.489e+05	1.112	0.86694	0.13306	0.26612	0.48277	True
non-targeting_00756	negative_control__na	3926.9	3664.8/2803.8	3926.9	3234.3	-0.27986	3.7066e+05	3.8817e+05	1.1116	0.13315	0.86685	0.26629	0.48293	False
CST1__P1P2__primarysecondary__FWD__29	CST1__P1P2	3961.1	3310.2/3218.3	3961.1	3264.3	-0.27908	4225.2	3.93e+05	1.1116	0.13315	0.86685	0.26631	0.48293	False
PPM1F_+_22306828.23-P1P2	PPM1F__P1P2	4133.4	5706.1/3997	4133.4	4851.5	0.23105	1.4604e+06	4.1757e+05	1.1113	0.86677	0.13323	0.26645	0.4831	True
TIMM10_-_57298218.23-P1P2	TIMM10__P1P2	3778.4	3391.1/2818.7	3778.4	3104.9	-0.28316	1.6382e+05	3.6745e+05	1.1111	0.13325	0.86675	0.26651	0.48311	False
GPR89A_+_145826745.23-ENST00000313835.9	GPR89A__ENST00000313835.9	4213.4	4898.5/4983.5	4213.4	4941	0.22977	3612.8	4.2912e+05	1.1107	0.86666	0.13334	0.26669	0.48335	True
RBX1_-_41347864.23-P1P2	RBX1__P1P2	4307.8	5175.3/4918.3	4307.8	5046.8	0.22835	33025	4.4288e+05	1.1104	0.86658	0.13342	0.26685	0.48349	True
RAB1A__P1P2__secondary__FWD__38	RAB1A__P1P2	4716.8	4324.1/3533.1	4716.8	3928.6	-0.26372	3.1283e+05	5.0395e+05	1.1103	0.13344	0.86656	0.26688	0.48349	False
non-targeting_00163	negative_control__na	4797.8	3822.4/4177.7	4797.8	4000	-0.26229	63145	5.1632e+05	1.1102	0.13346	0.86654	0.26691	0.48349	False
PIGL_-_16120567.23-P1P2	PIGL__P1P2	4095	3213.8/3551.8	4095	3382.8	-0.27559	57109	4.1206e+05	1.1096	0.13359	0.86641	0.26719	0.48386	False
SMAD1_+_146403396.23-P1P2	SMAD1__P1P2	3742.1	2978.5/3169.9	3742.1	3074.2	-0.28357	18314	3.6243e+05	1.1095	0.13361	0.86639	0.26722	0.48386	False
non-targeting_00838	negative_control__na	4893.3	3618.1/4552.2	4893.3	4085.2	-0.26035	4.3624e+05	5.3102e+05	1.109	0.13372	0.86628	0.26744	0.48417	False
FAM102A__P1P2__primary__FWD__31	FAM102A__P1P2	4009.9	3610.9/3006.9	4009.9	3308.9	-0.27716	1.8242e+05	3.9992e+05	1.1086	0.1338	0.8662	0.26761	0.48434	False
HSPA4_-_132387948.23-P1P2	HSPA4__P1P2	4862.1	4222.5/3893.6	4862.1	4058.1	-0.26074	54089	5.2621e+05	1.1084	0.13384	0.86616	0.26768	0.48434	False
NUTF2_+_67881284.23-P1P2	NUTF2__P1P2	3724.5	3155.8/2963.1	3724.5	3059.4	-0.28369	18564	3.6e+05	1.1084	0.13384	0.86616	0.26768	0.48434	False
MBD6__P1P2__primary__RVS__43	MBD6__P1P2	4116.8	4666.2/4995.6	4116.8	4830.9	0.23071	54231	4.1519e+05	1.1082	0.86612	0.13388	0.26777	0.4844	True
non-targeting_01697	negative_control__na	3886.4	4747.1/4395.7	3886.4	4571.4	0.23415	61743	3.8249e+05	1.1076	0.86599	0.13401	0.26803	0.48478	True
HLA-DMA_-_32935820.23-P2	HLA-DMA__P2	3004.1	3626.4/3522	3004.1	3574.2	0.25063	5455.7	2.6509e+05	1.1073	0.86592	0.13408	0.26815	0.48491	True
ZDHHC17_+_77158099.23-P1P2	ZDHHC17__P1P2	4697.1	5767.2/5194	4697.1	5480.6	0.22252	1.643e+05	5.0096e+05	1.107	0.86585	0.13415	0.26829	0.48491	True
TNKS2_+_93558193.23-P1P2	TNKS2__P1P2	3990.2	3281.2/3304	3990.2	3292.6	-0.27716	259.9	3.9712e+05	1.107	0.13415	0.86585	0.2683	0.48491	False
PSMG3__P2__primarysecondary__FWD__61	PSMG3__P2	4846.6	4018.3/4072.5	4846.6	4045.4	-0.26063	1467.5	5.2382e+05	1.107	0.13415	0.86585	0.2683	0.48491	False
BCLAF1__P1P2__primarysecondary__RVS__24	BCLAF1__P1P2	5307.5	3881.5/5024.5	5307.5	4453	-0.25321	6.5323e+05	5.9618e+05	1.1067	0.13421	0.86579	0.26843	0.48505	False
non-targeting_01548	negative_control__na	3627.9	2366.8/3586.2	3627.9	2976.5	-0.28543	7.4349e+05	3.4678e+05	1.1062	0.13433	0.86567	0.26866	0.48531	False
NOSIP__P1P2__primarysecondary__FWD__30	NOSIP__P1P2	4712.7	4191.4/3664.5	4712.7	3928	-0.2627	1.3884e+05	5.0332e+05	1.1061	0.13435	0.86565	0.26869	0.48531	False
COG5_+_107204333.23-P1P2	COG5__P1P2	4339	3383.8/3814.5	4339	3599.1	-0.26963	92717	4.4745e+05	1.106	0.13436	0.86564	0.26872	0.48531	False
SNAP29_+_21213754.23-P1P2	SNAP29__P1P2	5138.3	4240.2/4367.8	5138.3	4304	-0.25556	8141.1	5.6929e+05	1.1058	0.13442	0.86558	0.26883	0.48543	False
SMURF2_+_62657984.23-P1P2	SMURF2__P1P2	4271.5	3428.4/3652.4	4271.5	3540.4	-0.27076	25080	4.3757e+05	1.1052	0.13453	0.86547	0.26906	0.48566	False
KCTD10_+_109914946.23-P1P2	KCTD10__P1P2	4139.7	5620/4089.2	4139.7	4854.6	0.22979	1.1716e+06	4.1847e+05	1.1052	0.86547	0.13453	0.26906	0.48566	True
CCDC94__P1P2__primary__FWD__57	CCDC94__P1P2	4828.9	5277.9/5974.6	4828.9	5626.2	0.22043	2.4268e+05	5.211e+05	1.1045	0.86531	0.13469	0.26937	0.48612	True
FLII__18161284__FWD__84	FLII__18161284	5366.6	6515.7/5936.4	5366.6	6226.1	0.21427	1.6783e+05	6.0567e+05	1.1043	0.86527	0.13473	0.26945	0.48617	True
SLTM__P1P2__primary__RVS__50	SLTM__P1P2	5065.6	4401.9/4080.9	5065.6	4241.4	-0.25615	51528	5.5785e+05	1.1035	0.1349	0.8651	0.2698	0.48671	False
AUNIP__P1P2__primarysecondary__FWD__39	AUNIP__P1P2	4689.8	3924/3895.5	4689.8	3909.7	-0.26241	405.18	4.9985e+05	1.1034	0.13493	0.86507	0.26986	0.48672	False
MLLT1__P1P2__primary__FWD__53	MLLT1__P1P2	3894.7	3978.9/5176.3	3894.7	4577.6	0.23302	7.1687e+05	3.8365e+05	1.1025	0.86488	0.13512	0.27023	0.48731	True
DCUN1D1__P1P2__primary__FWD__35	DCUN1D1__P1P2	4215.4	5311.1/4564.3	4215.4	4937.7	0.2281	2.7884e+05	4.2942e+05	1.1022	0.8648	0.1352	0.27039	0.48751	True
BCL2L13__P1P2__primarysecondary__RVS__53	BCL2L13__P1P2	4381.5	5423/4823.3	4381.5	5123.2	0.22555	1.7987e+05	4.5371e+05	1.101	0.86455	0.13545	0.27089	0.48833	True
TMEM110__P1P2__secondary__FWD__78	TMEM110__P1P2	3747.3	3045.9/3122.4	3747.3	3084.1	-0.28091	2925.5	3.6314e+05	1.1005	0.13555	0.86445	0.27111	0.48862	False
C17orf49__P2__primarysecondary__FWD__47	C17orf49__P2	3861.5	4295.1/4782.3	3861.5	4538.7	0.23307	1.1867e+05	3.79e+05	1.1	0.86434	0.13566	0.27132	0.48891	True
XPC__P1__primarysecondary__FWD__59	XPC__P1	5991.5	4997/5134.4	5991.5	5065.7	-0.24213	9441.8	7.0857e+05	1.0999	0.13569	0.86431	0.27138	0.48892	False
SLX1B__29465621__RVS__-150	SLX1B__29465621	5022	4077.4/4334.2	5022	4205.8	-0.25582	32981	5.5103e+05	1.0995	0.13577	0.86423	0.27154	0.48912	False
non-targeting_00875	negative_control__na	4902.6	5812.8/5596.4	4902.6	5704.6	0.21854	23427	5.3247e+05	1.0991	0.86413	0.13587	0.27174	0.48939	True
HEXIM2__P2__primarysecondary__FWD__34	HEXIM2__P2	4138.6	3874.2/2982.6	4138.6	3428.4	-0.27154	3.9744e+05	4.1832e+05	1.0981	0.13608	0.86392	0.27216	0.49007	False
PPM1F_+_22307004.23-P1P2	PPM1F__P1P2	4129.3	5040.5/4636	4129.3	4838.3	0.22854	81799	4.1698e+05	1.0979	0.86388	0.13612	0.27224	0.49011	True
TMEM198__P1P2__secondary__RVS__37	TMEM198__P1P2	3427.6	2836.4/2778.6	3427.6	2807.5	-0.28779	1671.1	3.1984e+05	1.0964	0.13646	0.86354	0.27292	0.49125	False
CSDE1_+_115300561.23-P1P2	CSDE1__P1P2	3573.9	4074.3/4351	3573.9	4212.6	0.23715	38284	3.3946e+05	1.0962	0.86351	0.13649	0.27298	0.49127	True
TXNDC16_+_53018823.23-P1P2	TXNDC16__P1P2	4129.3	4427.8/5244.3	4129.3	4836	0.22788	3.3333e+05	4.1698e+05	1.0945	0.86313	0.13687	0.27374	0.49254	True
SNRK__P1P2__secondary__RVS__52	SNRK__P1P2	4857	3823.4/4304.4	4857	4063.9	-0.25713	1.1569e+05	5.2541e+05	1.0941	0.13696	0.86304	0.27392	0.49278	False
CAB39_+_231577941.23-P1P2	CAB39__P1P2	3116.2	2739/2337.1	3116.2	2538.1	-0.29595	80757	2.7928e+05	1.0939	0.13699	0.86301	0.27398	0.49278	False
FERMT1__P1P2__primarysecondary__RVS__30	FERMT1__P1P2	3840.7	3351.7/2988.2	3840.7	3170	-0.27683	66056	3.761e+05	1.0937	0.13703	0.86297	0.27407	0.49286	False
GNPNAT1__P1P2__secondary__FWD__43	GNPNAT1__P1P2	3216.9	3932.3/3683.1	3216.9	3807.7	0.24319	31035	2.9222e+05	1.093	0.86279	0.13721	0.27441	0.49338	True
PINK1_-_20960428.23-P1P2	PINK1__P1P2	4150.1	5229.2/4487	4150.1	4858.1	0.22721	2.7542e+05	4.1996e+05	1.0926	0.86271	0.13729	0.27458	0.4936	True
non-targeting_01484	negative_control__na	3751.4	4282.7/4537.3	3751.4	4410	0.23327	32418	3.6372e+05	1.0919	0.86257	0.13743	0.27487	0.49401	True
AP1G1_-_71842317.23-P1P2	AP1G1__P1P2	4390.9	3077/4231.8	4390.9	3654.4	-0.26482	6.6678e+05	4.5509e+05	1.0918	0.13747	0.86253	0.27494	0.49405	False
KIAA1429_+_95565668.23-P1P2	KIAA1429__P1P2	4261.1	2862.4/4218.7	4261.1	3540.5	-0.26719	9.1985e+05	4.3606e+05	1.0912	0.13759	0.86241	0.27518	0.49435	False
UNC13B__P1P2__primary__RVS__8	UNC13B__P1P2	5092.6	6256.6/5564.7	5092.6	5910.6	0.21488	2.3932e+05	5.6209e+05	1.0911	0.86239	0.13761	0.27521	0.49435	True
PPP6C__P1P2__secondary__RVS__45	PPP6C__P1P2	4040	3542.4/3150.3	4040	3346.4	-0.27169	76890	4.042e+05	1.091	0.13763	0.86237	0.27525	0.49435	False
EVI5__P1P2__secondary__FWD__41	EVI5__P1P2	5407.1	6690.9/5829.3	5407.1	6260.1	0.21129	3.7125e+05	6.1219e+05	1.0902	0.86219	0.13781	0.27562	0.4949	True
AP1B1__P1P2__secondary__FWD__75	AP1B1__P1P2	4196.8	3835.8/3133.5	4196.8	3484.7	-0.26818	2.4662e+05	4.2671e+05	1.0901	0.13784	0.86216	0.27568	0.4949	False
NCF1__74188108__RVS__28	NCF1__74188108	4522.7	5902/4645.3	4522.7	5273.7	0.22158	7.896e+05	4.7468e+05	1.09	0.86214	0.13786	0.27572	0.4949	True
CUL3_-_225449997.23-P1P2	CUL3__P1P2	4141.7	5054/4639.8	4141.7	4846.9	0.22676	85790	4.1877e+05	1.0896	0.86206	0.13794	0.27588	0.4951	True
HEXIM2_+_43238203.23-P2	HEXIM2__P2	3572.9	4250.5/4163.8	3572.9	4207.1	0.23568	3763.8	3.3932e+05	1.0888	0.86188	0.13812	0.27624	0.49566	True
FAM115A__143598483__RVS__24	FAM115A__143598483	5120.6	6448.4/5431.5	5120.6	5939.9	0.21409	5.1698e+05	5.665e+05	1.0886	0.86183	0.13817	0.27634	0.49575	True
non-targeting_00758	negative_control__na	4434.5	5568.2/4779.5	4434.5	5173.8	0.22242	3.1103e+05	4.6154e+05	1.0883	0.86177	0.13823	0.27646	0.49587	True
non-targeting_01115	negative_control__na	3857.3	4480.7/4572.7	3857.3	4526.7	0.2308	4233.1	3.7842e+05	1.0881	0.86172	0.13828	0.27655	0.49594	True
KDM5C_+_53254307.23-P1P2	KDM5C__P1P2	4281.9	4864.3/5140.9	4281.9	5002.6	0.22438	38264	4.3909e+05	1.0876	0.86162	0.13838	0.27677	0.49623	True
PPME1__P1P2__secondary__RVS__46	PPME1__P1P2	3668.4	2851/3195	3668.4	3023	-0.27909	59185	3.5231e+05	1.0874	0.13843	0.86157	0.27687	0.49633	False
RUNX1T1__P2__primarysecondary__FWD__76	RUNX1T1__P2	4127.2	4230.8/5426.9	4127.2	4828.8	0.22646	7.1525e+05	4.1668e+05	1.0869	0.86147	0.13853	0.27706	0.49651	True
S100A16__P1P2__primary__FWD__-3	S100A16__P1P2	5247.3	4745/4084.6	5247.3	4414.8	-0.24916	2.181e+05	5.8657e+05	1.0869	0.13854	0.86146	0.27707	0.49651	False
DCUN1D1_-_182697901.23-P1P2	DCUN1D1__P1P2	5741.4	4919.2/4788.8	5741.4	4854	-0.24217	8503.6	6.668e+05	1.0867	0.13859	0.86141	0.27718	0.4966	False
MED25__P1P2__secondary__RVS__42	MED25__P1P2	5115.4	5174.2/6690.9	5115.4	5932.6	0.21376	1.1501e+06	5.6569e+05	1.0865	0.86136	0.13864	0.27728	0.49665	True
ARHGEF2_+_155948688.23-P1P2	ARHGEF2__P1P2	4426.2	5781.7/4544.7	4426.2	5163.2	0.22217	7.6509e+05	4.6031e+05	1.0864	0.86135	0.13865	0.27731	0.49665	True
non-targeting_01358	negative_control__na	4846.6	6187.1/5077.6	4846.6	5632.3	0.21673	6.1555e+05	5.2382e+05	1.0857	0.86119	0.13881	0.27762	0.49706	True
non-targeting_00809	negative_control__na	4696.1	5923.8/5004.9	4696.1	5464.3	0.21855	4.2217e+05	5.008e+05	1.0856	0.86118	0.13882	0.27763	0.49706	True
VGLL3__P1P2__primary__FWD__75	VGLL3__P1P2	3882.2	3319.6/3103.7	3882.2	3211.6	-0.2735	23291	3.8191e+05	1.0851	0.13893	0.86107	0.27786	0.49737	False
non-targeting_00027	negative_control__na	3555.3	2894.5/2956.5	3555.3	2925.5	-0.28117	1924.9	3.3694e+05	1.0849	0.13899	0.86101	0.27797	0.49748	False
SMN1__70220656__RVS__29	SMN1__70220656	5838.9	6704.4/6765.4	5838.9	6734.9	0.20592	1859.9	6.83e+05	1.0842	0.86085	0.13915	0.27829	0.4979	True
FDXR__P1P2__primary__FWD__93	FDXR__P1P2	4323.4	5486.3/4607.2	4323.4	5046.7	0.22313	3.8644e+05	4.4517e+05	1.0841	0.86084	0.13916	0.27832	0.4979	True
STT3B__P1P2__secondary__FWD__30	STT3B__P1P2	3509.6	2870.7/2901.6	3509.6	2886.1	-0.28208	478.45	3.3079e+05	1.084	0.13918	0.86082	0.27836	0.4979	False
non-targeting_01140	negative_control__na	4531	4917.1/5640.2	4531	5278.7	0.22029	2.614e+05	4.7592e+05	1.0837	0.86076	0.13924	0.27848	0.49793	True
TACC3__P1__primarysecondary__FWD__46	TACC3__P1	3951.8	4562.6/4697.5	3951.8	4630	0.22847	9103.2	3.9168e+05	1.0837	0.86076	0.13924	0.27848	0.49793	True
ZMIZ1_-_80828978.23-P1P2	ZMIZ1__P1P2	3968.4	3305/3271.4	3968.4	3288.2	-0.27118	566.07	3.9403e+05	1.0836	0.13928	0.86072	0.27855	0.49797	False
DNAJC3_+_96329627.23-P1P2	DNAJC3__P1P2	4389.8	3703.1/3615.1	4389.8	3659.1	-0.2626	3874.2	4.5494e+05	1.0833	0.13933	0.86067	0.27865	0.49805	False
TRIM52_+_180688103.23-P1P2	TRIM52__P1P2	3316.5	3776.7/4052.9	3316.5	3914.8	0.23922	38135	3.0519e+05	1.0831	0.86061	0.13939	0.27879	0.49812	True
NDUFS4_-_52856474.23-P1P2	NDUFS4__P1P2	5032.4	4004.8/4449.7	5032.4	4227.3	-0.25146	98971	5.5265e+05	1.083	0.13941	0.86059	0.27881	0.49812	False
LOC730183__30709551__RVS__45	LOC730183__NM_001256932	3476.4	2660.2/3055.3	3476.4	2857.7	-0.28261	78045	3.2634e+05	1.0829	0.13943	0.86057	0.27885	0.49812	False
non-targeting_01396	negative_control__na	4168.7	3113.2/3816.3	4168.7	3464.8	-0.26678	2.4715e+05	4.2266e+05	1.0828	0.13945	0.86055	0.2789	0.49812	False
ISOC2__P1__primarysecondary__FWD__64	ISOC2__P1	3598.9	2847.9/3082.3	3598.9	2965.1	-0.27938	27484	3.4283e+05	1.0824	0.13953	0.86047	0.27906	0.49833	False
DEDD_+_161102334.23-P1P2	DEDD__P1P2	4275.7	4741.9/5241.5	4275.7	4991.7	0.22334	1.2479e+05	4.3818e+05	1.0817	0.86032	0.13968	0.27937	0.49878	True
KDM5C_+_53254371.23-P1P2	KDM5C__P1P2	4224.8	5061.2/4807.4	4224.8	4934.3	0.22392	32210	4.3078e+05	1.0811	0.86016	0.13984	0.27967	0.49922	True
RAC1__P1P2__secondary__RVS__77	RAC1__P1P2	3787.8	3639.9/2623.1	3787.8	3131.5	-0.27442	5.1696e+05	3.6874e+05	1.0808	0.1399	0.8601	0.2798	0.49936	False
FAM107A__58562326__FWD__41	FAM107A__P1P2	3718.2	3050/3091.6	3718.2	3070.8	-0.27591	865.54	3.5914e+05	1.0803	0.14	0.86	0.28	0.49963	False
CCNK__P2__primarysecondary__RVS__94	CCNK__P2	4395	3489.6/3842.4	4395	3666	-0.26161	62241	4.5571e+05	1.08	0.14008	0.85992	0.28016	0.49982	False
TCTN1_+_111052013.23-P1P2	TCTN1__P1P2	4135.5	4758.5/4908	4135.5	4833.3	0.22488	11177	4.1787e+05	1.0794	0.85979	0.14021	0.28041	0.50018	True
FAM203A__all__primarysecondary__FWD__44	FAM203A__ENST00000347708.4	4341	3382.8/3855.4	4341	3619.1	-0.26234	1.117e+05	4.4776e+05	1.0789	0.14032	0.85968	0.28064	0.50047	False
RTKN2__P1P2__primary__FWD__73	RTKN2__P1P2	3645.6	3809.9/4756.2	3645.6	4283.1	0.23244	4.4771e+05	3.4919e+05	1.0788	0.85966	0.14034	0.28068	0.50047	True
CACHD1__P1P2__primarysecondary__FWD__28	CACHD1__P1P2	4940	6357.1/5105.5	4940	5731.3	0.21432	7.8328e+05	5.3826e+05	1.0786	0.85961	0.14039	0.28077	0.50054	True
NAA30_-_57857804.23-P1P2	NAA30__P1P2	3971.5	4492.1/4805.6	3971.5	4648.8	0.22712	49135	3.9447e+05	1.0784	0.85957	0.14043	0.28086	0.5006	True
ASPM__P1P2__secondary__RVS__96	ASPM__P1P2	3971.5	3446/3142.8	3971.5	3294.4	-0.26958	45961	3.9447e+05	1.078	0.14051	0.85949	0.28103	0.50081	False
KCTD3__P1P2__primary__FWD__95	KCTD3__P1P2	3204.4	3229.4/4339.8	3204.4	3784.6	0.24001	6.1655e+05	2.9061e+05	1.0762	0.85909	0.14091	0.28182	0.50213	True
non-targeting_00639	negative_control__na	5120.6	5868.8/5992.3	5120.6	5930.6	0.21181	7619.2	5.665e+05	1.0761	0.85906	0.14094	0.28188	0.50215	True
ICMT__P1P2__secondary__FWD__39	ICMT__P1P2	3869.8	3308.2/3104.7	3869.8	3206.4	-0.27122	20705	3.8016e+05	1.0759	0.14098	0.85902	0.28197	0.50221	False
GPR137__P2__primarysecondary__RVS__67	GPR137__P2	4472.9	4127.2/3348.7	4472.9	3737.9	-0.2589	3.0299e+05	4.6725e+05	1.0752	0.14115	0.85885	0.28229	0.50264	False
DUSP22__292259__FWD__86	DUSP22__292259	4913	5870.9/5526.5	4913	5698.7	0.21399	59297	5.3407e+05	1.0751	0.85884	0.14116	0.28231	0.50264	True
non-targeting_00204	negative_control__na	3654.9	3268.8/2769.3	3654.9	3019	-0.27566	1.2472e+05	3.5046e+05	1.0741	0.14139	0.85861	0.28277	0.50337	False
AKAP10__P1P2__primarysecondary__FWD__54	AKAP10__P1P2	4552.8	4253.6/3365.5	4552.8	3809.6	-0.25707	3.9441e+05	4.7918e+05	1.0737	0.14148	0.85852	0.28295	0.5036	False
FDXR__P1P2__primary__FWD__209	FDXR__P1P2	3396.4	2657.1/2929.5	3396.4	2793.3	-0.28195	37112	3.1571e+05	1.0734	0.14155	0.85845	0.28309	0.50375	False
PYGO2__P1P2__primarysecondary__RVS__36	PYGO2__P1P2	4047.3	3653.4/3074.8	4047.3	3364.1	-0.26666	1.6735e+05	4.0523e+05	1.0732	0.14159	0.85841	0.28318	0.50382	False
GPRIN2__46993345__FWD__74	GPRIN2__46993345	3481.6	3870/4319.3	3481.6	4094.7	0.23396	1.0092e+05	3.2704e+05	1.0721	0.85817	0.14183	0.28366	0.50457	True
ELK3_-_96588495.23-P1P2	ELK3__P1P2	4190.5	4693.2/5086.9	4190.5	4890	0.22266	77487	4.2581e+05	1.072	0.85813	0.14187	0.28374	0.50459	True
BRPF1__P1P2__primary__FWD__74	BRPF1__P1P2	5431	5903/6641.5	5431	6272.3	0.20774	2.7268e+05	6.1604e+05	1.0719	0.85811	0.14189	0.28377	0.50459	True
SAP30BP__P1P2__secondary__RVS__62	SAP30BP__P1P2	5008.5	5595.1/6010	5008.5	5802.6	0.21227	86044	5.4892e+05	1.0718	0.85808	0.14192	0.28383	0.50459	True
non-targeting_01063	negative_control__na	5114.4	4348/4269	5114.4	4308.5	-0.24732	3116.9	5.6552e+05	1.0716	0.14194	0.85806	0.28388	0.50459	False
non-targeting_01110	negative_control__na	4384.6	3540.4/3784.6	4384.6	3662.5	-0.25956	29834	4.5417e+05	1.0715	0.14196	0.85804	0.28393	0.50459	False
non-targeting_00655	negative_control__na	4409.6	3334.1/4035.2	4409.6	3684.6	-0.25905	2.458e+05	4.5785e+05	1.0713	0.14201	0.85799	0.28402	0.50466	False
RAD21__P1P2__primary__RVS__75	RAD21__P1P2	4443.8	3453.3/3977.5	4443.8	3715.4	-0.25823	1.3738e+05	4.6293e+05	1.0706	0.14217	0.85783	0.28434	0.50514	False
FAR1__P1P2__secondary__FWD__75	FAR1__P1P2	5077	4449.6/4103.2	5077	4276.4	-0.24753	59982	5.5965e+05	1.0702	0.14226	0.85774	0.28452	0.50529	False
PTPN20A__46639859__RVS__67	PTPN20A__46639859	4233.1	3263.6/3795.8	4233.1	3529.7	-0.2621	1.4165e+05	4.3198e+05	1.0702	0.14226	0.85774	0.28453	0.50529	False
non-targeting_01685	negative_control__na	5714.4	5395.1/4292.3	5714.4	4843.7	-0.23844	6.0803e+05	6.6233e+05	1.0698	0.14234	0.85766	0.28469	0.50548	False
non-targeting_00895	negative_control__na	3438	2865.5/2798.2	3438	2831.8	-0.27973	2263.2	3.2122e+05	1.0695	0.14243	0.85757	0.28487	0.5057	False
GRWD1__P1P2__primary__FWD__68	GRWD1__P1P2	3314.4	3829.6/3979.3	3314.4	3904.5	0.2363	11206	3.0491e+05	1.0685	0.85736	0.14264	0.28528	0.50634	True
