sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
VGLL3_+_87039823.23-P1P2	VGLL3__P1P2	4210.8	5043.7/5091.6	4210.8	5067.6	0.26715	1148.1	6.8767e+05	1.0332	0.84925	0.15075	0.3015	0.73229	True
TTC3_+_38446014.23-P1P2	TTC3__P1P2	3700.7	2630/3165.1	3700.7	2897.6	-0.35286	1.4316e+05	6.0438e+05	1.0331	0.15078	0.84922	0.30155	0.73229	False
ADD1__P1P2__secondary__RVS__42	ADD1__P1P2	4347.2	3033.3/3920.2	4347.2	3476.8	-0.32225	3.9327e+05	7.0994e+05	1.033	0.1508	0.8492	0.3016	0.73229	False
WDR48__P1P2__primary__RVS__65	WDR48__P1P2	4736	5144.5/6144.3	4736	5644.4	0.2531	4.9986e+05	7.7345e+05	1.0329	0.84917	0.15083	0.30165	0.73229	True
ARHGEF5__144052240__RVS__41	ARHGEF5__144052240	3860.3	2691.7/3389.8	3860.3	3040.8	-0.34418	2.4365e+05	6.3044e+05	1.0322	0.151	0.849	0.30199	0.73266	False
PDZK1__145727481__FWD__200	PDZK1__145727481	3299.8	2529.2/2554.9	3299.8	2542.1	-0.37623	330.14	5.3889e+05	1.0322	0.151	0.849	0.302	0.73266	False
HSPA13__P1P2__primary__FWD__67	HSPA13__P1P2	3548.2	2646.6/2878.8	3548.2	2762.7	-0.36091	26979	5.7947e+05	1.0319	0.15105	0.84895	0.3021	0.73266	False
GET4_-_916328.23-P1P2	GET4__P1P2	4490.6	3460.1/3753.7	4490.6	3606.9	-0.31608	43099	7.3337e+05	1.0319	0.15105	0.84895	0.30211	0.73266	False
PLEKHA5__P1P2__primarysecondary__FWD__52	PLEKHA5__P1P2	3346.2	2712.6/2455.7	3346.2	2584.1	-0.37272	33005	5.4648e+05	1.0309	0.15129	0.84871	0.30259	0.73365	False
TFAP4_-_4322876.23-P1P2	TFAP4__P1P2	3035.1	1846.9/2772.8	3035.1	2309.9	-0.39381	4.2858e+05	4.9567e+05	1.0302	0.15146	0.84854	0.30292	0.73426	False
VPS9D1_-_89787283.23-P1P2	VPS9D1__P1P2	4035.1	3013.3/3386.4	4035.1	3199.9	-0.33448	69590	6.5897e+05	1.0289	0.15177	0.84823	0.30355	0.73561	False
non-targeting_00649	negative_control__na	4482.5	3328/3876.9	4482.5	3602.4	-0.31526	1.5064e+05	7.3205e+05	1.0286	0.15183	0.84817	0.30365	0.73568	False
SMAD1_+_146403428.23-P1P2	SMAD1__P1P2	3703.8	2889/2918.8	3703.8	2903.9	-0.35089	441.53	6.0487e+05	1.0285	0.15187	0.84813	0.30373	0.73568	False
SMURF2__P1P2__secondary__FWD__-52	SMURF2__P1P2	3067.5	2521.4/2158	3067.5	2339.7	-0.39058	66032	5.0095e+05	1.0283	0.15191	0.84809	0.30383	0.73573	False
GTF2I__74071821__RVS__88	GTF2I__74071821	3617.9	3354.9/2300.6	3617.9	2827.7	-0.3554	5.5582e+05	5.9085e+05	1.028	0.15198	0.84802	0.30395	0.73575	False
RPL9__P1P2__secondary__FWD__73	RPL9__P1P2	411.08	237.28/148.28	411.08	192.78	-1.0885	3960.6	67134	1.0279	0.15199	0.84801	0.30399	0.73575	False
RRP8__P1P2__primary__RVS__239	RRP8__P1P2	3223	2814.3/2142	3223	2478.2	-0.379	2.2598e+05	5.2635e+05	1.0267	0.15229	0.84771	0.30458	0.73684	False
KLLN__P1P2__primary__FWD__39	KLLN__P1P2	4945.1	6165.7/5569.5	4945.1	5867.6	0.24673	1.7775e+05	8.0759e+05	1.0265	0.84768	0.15232	0.30464	0.73684	True
BRD2__P1__primarysecondary__FWD__30	BRD2__P1	3374.5	4283.2/3989.8	3374.5	4136.5	0.29364	43037	5.511e+05	1.0264	0.84765	0.15235	0.3047	0.73684	True
CMC1__P1P2__primarysecondary__FWD__40	CMC1__P1P2	3752.3	2838.6/3059.1	3752.3	2948.8	-0.3475	24292	6.1279e+05	1.0263	0.15237	0.84763	0.30474	0.73684	False
NOSIP__P1P2__primarysecondary__FWD__62	NOSIP__P1P2	3571.5	2400.6/3177.7	3571.5	2789.1	-0.35658	3.0193e+05	5.8326e+05	1.0244	0.15283	0.84717	0.30566	0.73877	False
IFT172_+_27712582.23-P1P2	IFT172__P1P2	3225	4231/3705.8	3225	3968.4	0.29916	1.3794e+05	5.2668e+05	1.0243	0.84715	0.15285	0.30569	0.73877	True
ZSCAN10__P1P2__secondary__FWD__99	ZSCAN10__P1P2	4630	3746.9/3733.1	4630	3740	-0.30788	94.573	7.5613e+05	1.0235	0.15305	0.84695	0.30609	0.73956	False
non-targeting_01823	negative_control__na	3390.7	2638.7/2621.1	3390.7	2629.9	-0.36644	155.98	5.5374e+05	1.0224	0.15331	0.84669	0.30661	0.74062	False
PIP4K2C__P1P2__primary__FWD__53	PIP4K2C__P1P2	3208.9	3973.7/3923.6	3208.9	3948.7	0.29923	1256.1	5.2404e+05	1.022	0.8466	0.1534	0.30679	0.74087	True
TAF11__P1P2__secondary__FWD__67	TAF11__P1P2	4072.4	3386.2/3093.3	4072.4	3239.7	-0.32992	42903	6.6508e+05	1.0211	0.15361	0.84639	0.30723	0.74174	False
HIST1H1E__P1P2__primarysecondary__RVS__81	HIST1H1E__P1P2	3844.2	4665.6/4639.9	3844.2	4652.7	0.27535	329.61	6.278e+05	1.0205	0.84625	0.15375	0.30749	0.74205	True
PRKCI__P1P2__primary__FWD__44	PRKCI__P1P2	4294.6	3394.9/3485.6	4294.6	3440.3	-0.31993	4117.3	7.0137e+05	1.0202	0.15382	0.84618	0.30764	0.74205	False
NSG1__4388605__RVS__40	NSG1__NM_001040101_NM_014392	4121.9	5094.1/4823.5	4121.9	4958.8	0.26662	36593	6.7316e+05	1.02	0.84614	0.15386	0.30772	0.74205	True
non-targeting_00785	negative_control__na	2633.1	3401.8/3201.6	2633.1	3301.7	0.32633	20043	4.3002e+05	1.0196	0.84603	0.15397	0.30794	0.74205	True
CHST15__125852295__FWD__33	CHST15__P2	3804.8	4737.7/4479.1	3804.8	4608.4	0.27639	33447	6.2137e+05	1.0195	0.84601	0.15399	0.30797	0.74205	True
EAF1_-_15469153.23-P1P2	EAF1__P1P2	3911.8	3952/2242.4	3911.8	3097.2	-0.33678	1.4614e+06	6.3885e+05	1.0192	0.15405	0.84595	0.3081	0.74205	False
ZC3H7A_-_11891148.23-P1P2	ZC3H7A__P1P2	3238.1	3624.3/4334.2	3238.1	3979.3	0.29726	2.5197e+05	5.2883e+05	1.0192	0.84594	0.15406	0.30813	0.74205	True
RTKN2__P1P2__primary__FWD__73	RTKN2__P1P2	2984.6	3483.5/3908.8	2984.6	3696.2	0.30838	90418	4.8743e+05	1.0192	0.84593	0.15407	0.30813	0.74205	True
HNRNPUL1__P1P2__primary__FWD__61	HNRNPUL1__P1P2	3305.8	4284.9/3824.4	3305.8	4054.6	0.29449	1.0603e+05	5.3988e+05	1.0191	0.84593	0.15407	0.30814	0.74205	True
ZC3H7A__P1P2__primary__FWD__63	ZC3H7A__P1P2	4165.4	3166.3/3483.4	4165.4	3324.8	-0.32507	50260	6.8025e+05	1.0191	0.15408	0.84592	0.30816	0.74205	False
IMMT_-_86422549.23-P1P2	IMMT__P1P2	4003.7	3353.2/3006.6	4003.7	3179.9	-0.33229	60060	6.5386e+05	1.0189	0.15413	0.84587	0.30827	0.74205	False
NPDC1_-_139940699.23-P1P2	NPDC1__P1P2	3253.3	2529.2/2492.2	3253.3	2510.7	-0.37368	685.84	5.313e+05	1.0188	0.15415	0.84585	0.3083	0.74205	False
FAM115A__143598483__RVS__19	FAM115A__143598483	3162.4	4061.5/3727.4	3162.4	3894.5	0.30033	55807	5.1646e+05	1.0187	0.84583	0.15417	0.30835	0.74205	True
non-targeting_00521	negative_control__na	4070.4	3339.3/3141.2	4070.4	3240.2	-0.32899	19619	6.6475e+05	1.0182	0.15428	0.84572	0.30856	0.74233	False
NAA30_+_57857609.23-P1P2	NAA30__P1P2	3553.3	2561.4/2994	3553.3	2777.7	-0.35514	93599	5.8029e+05	1.0181	0.15431	0.84569	0.30862	0.74233	False
RAI14__P1P2__primary__FWD__52	RAI14__P1P2	3451.3	2990.7/2383.8	3451.3	2687.3	-0.36086	1.8417e+05	5.6363e+05	1.0176	0.15443	0.84557	0.30885	0.74271	False
NAA15_+_140222697.23-P1P2	NAA15__P1P2	4015.9	3195.9/3190.2	4015.9	3193	-0.33069	15.866	6.5584e+05	1.016	0.1548	0.8452	0.30961	0.74433	False
NUTF2_+_67881213.23-P1P2	NUTF2__P1P2	3492.7	2747.4/2704.3	3492.7	2725.9	-0.35751	926.35	5.704e+05	1.0153	0.15497	0.84503	0.30995	0.74496	False
LSR__P1P2__secondary__FWD__65	LSR__P1P2	3236.1	3950.3/3996.6	3236.1	3973.4	0.29604	1073.8	5.285e+05	1.0142	0.84476	0.15524	0.31048	0.74596	True
ARHGAP12__P1P2__secondary__RVS__72	ARHGAP12__P1P2	4004.8	4585.6/5064.2	4004.8	4824.9	0.26873	1.1452e+05	6.5403e+05	1.0141	0.84474	0.15526	0.31052	0.74596	True
SNAI1_-_48600011.23-P1P2	SNAI1__P1P2	3274.5	2473.6/2592.6	3274.5	2533.1	-0.37026	7075.8	5.3477e+05	1.0139	0.15531	0.84469	0.31063	0.74598	False
LAMC1_+_182993004.23-P1P2	LAMC1__P1P2	4423.9	3731.2/3393.2	4423.9	3562.2	-0.31246	57123	7.2248e+05	1.0137	0.15535	0.84465	0.3107	0.74598	False
SSR1__P1P2__primarysecondary__RVS__30	SSR1__P1P2	4918.8	5806.8/5847.8	4918.8	5827.3	0.24446	841.15	8.033e+05	1.0136	0.84461	0.15539	0.31078	0.74598	True
non-targeting_01464	negative_control__na	3587.6	2770/2853.7	3587.6	2811.9	-0.35139	3509.2	5.859e+05	1.0135	0.15541	0.84459	0.31083	0.74598	False
KDM5C_+_53254136.23-P1P2	KDM5C__P1P2	4119.9	4709/5191.9	4119.9	4950.5	0.2649	1.166e+05	6.7283e+05	1.0126	0.84437	0.15563	0.31125	0.74675	True
SOX2_-_181429934.23-P1P2	SOX2__P1P2	3752.3	4580.4/4508.7	3752.3	4544.6	0.27632	2568	6.1279e+05	1.0122	0.84427	0.15573	0.31147	0.74675	True
STK3__P1P2__secondary__RVS__43	STK3__P1P2	3516.9	2779.5/2720.3	3516.9	2749.9	-0.35481	1754.3	5.7435e+05	1.0121	0.15575	0.84425	0.31151	0.74675	False
TMEM110__P1P2__secondary__RVS__1	TMEM110__P1P2	3122	3653.9/4035.4	3122	3844.6	0.3003	72772	5.0986e+05	1.0121	0.84424	0.15576	0.31152	0.74675	True
non-targeting_00657	negative_control__na	5088.5	5951.9/6070.2	5088.5	6011.1	0.24033	6995.4	8.3102e+05	1.012	0.84423	0.15577	0.31154	0.74675	True
NCOA6_+_33413238.23-P1P2	NCOA6__P1P2	3435.1	2421.4/2933.6	3435.1	2677.5	-0.35934	1.3115e+05	5.6099e+05	1.0115	0.15589	0.84411	0.31179	0.74699	False
TCF3_+_1652540.23-P1P2	TCF3__P1P2	3872.4	5307.9/4045.7	3872.4	4676.8	0.2722	7.966e+05	6.3242e+05	1.0114	0.84409	0.15591	0.31182	0.74699	True
POC1A__P1P2__secondary__FWD__29	POC1A__P1P2	3344.2	3979/4204.2	3344.2	4091.6	0.29092	25368	5.4615e+05	1.0113	0.84407	0.15593	0.31187	0.74699	True
PRPF40A_+_153573942.23-P1P2	PRPF40A__P1P2	3414.9	2702.2/2617.6	3414.9	2659.9	-0.36035	3572.8	5.5769e+05	1.011	0.15601	0.84399	0.31202	0.74717	False
non-targeting_01579	negative_control__na	3482.6	4109.3/4379.9	3482.6	4244.6	0.2854	36592	5.6875e+05	1.0104	0.84385	0.15615	0.31229	0.74763	True
MEX3A_+_156052231.23-P1P2	MEX3A__P1P2	3806.8	2866.4/3154.9	3806.8	3010.7	-0.3384	41592	6.2169e+05	1.0097	0.15631	0.84369	0.31263	0.74826	False
MAP3K7_-_91296731.23-P1P2	MAP3K7__P1P2	3765.4	4760.3/4353.6	3765.4	4557	0.27521	82702	6.1493e+05	1.0094	0.84362	0.15638	0.31276	0.74829	True
ADAMTS16__P2__primarysecondary__FWD__67	ADAMTS16__P2	4922.9	5978/5677.8	4922.9	5827.9	0.24343	45046	8.0396e+05	1.0094	0.8436	0.1564	0.3128	0.74829	True
DOCK1_+_128594475.23-P1P2	DOCK1__P1P2	3536.1	2750/2788.7	3536.1	2769.4	-0.3525	750.89	5.7749e+05	1.009	0.15649	0.84351	0.31298	0.74855	False
CCNC_+_100016058.23-P1P2	CCNC__P1P2	3005.8	3559.2/3865.4	3005.8	3712.3	0.30445	46907	4.9089e+05	1.0083	0.84335	0.15665	0.31331	0.74914	True
SREK1IP1_+_64064038.23-P1P2	SREK1IP1__P1P2	2650.3	3177.6/3449.1	2650.3	3313.4	0.32203	36865	4.3283e+05	1.0078	0.84323	0.15677	0.31354	0.74951	True
non-targeting_00302	negative_control__na	4494.6	3964.2/3299.7	4494.6	3631.9	-0.30738	2.2076e+05	7.3403e+05	1.0069	0.15699	0.84301	0.31398	0.75004	False
PTPN20A__46619211__FWD__91	PTPN20A__46619211	4393.6	4982.8/5510.2	4393.6	5246.5	0.25589	1.3905e+05	7.1753e+05	1.0069	0.843	0.157	0.31401	0.75004	True
PPP6R3__P1P2__primarysecondary__RVS__28	PPP6R3__P1P2	3579.5	2681.3/2938.2	3579.5	2809.7	-0.34923	32981	5.8458e+05	1.0068	0.15701	0.84299	0.31401	0.75004	False
SFPQ_-_35658747.23-P1P2	SFPQ__P1P2	4561.3	5439.1/5421.2	4561.3	5430.2	0.25151	160.46	7.4491e+05	1.0067	0.84296	0.15704	0.31407	0.75004	True
non-targeting_01168	negative_control__na	5016.8	6270.9/5584.3	5016.8	5927.6	0.24064	2.357e+05	8.193e+05	1.0062	0.84285	0.15715	0.3143	0.75029	True
WNT7A__13920775__RVS__18	WNT7A__P1P2	4070.4	3411.4/3088.7	4070.4	3250.1	-0.32462	52066	6.6475e+05	1.0062	0.15717	0.84283	0.31433	0.75029	False
CCR6_-_167525302.23-ENST00000400926.2	CCR6__ENST00000400926.2	4457.2	3436.6/3761.7	4457.2	3599.1	-0.30843	52828	7.2792e+05	1.0058	0.15726	0.84274	0.31452	0.75055	False
IMMT_+_86422168.23-P1P2	IMMT__P1P2	3956.3	3173.3/3122.9	3956.3	3148.1	-0.32957	1266.5	6.4611e+05	1.0054	0.15734	0.84266	0.31468	0.75076	False
NUFIP1__P1P2__primary__RVS__307	NUFIP1__P1P2	4438.1	3726/3438.9	4438.1	3582.4	-0.3089	41232	7.2479e+05	1.005	0.15745	0.84255	0.31489	0.75081	False
SLTM__P1P2__primary__RVS__50	SLTM__P1P2	4305.7	3701.7/3224.4	4305.7	3463.1	-0.31413	1.1389e+05	7.0318e+05	1.0049	0.15747	0.84253	0.31494	0.75081	False
SPAG9_+_49198212.23-P1P2	SPAG9__P1P2	3585.6	2720.4/2913.1	3585.6	2816.7	-0.34808	18553	5.8557e+05	1.0047	0.15751	0.84249	0.31502	0.75081	False
PKMYT1_-_3029976.23-P1P2	PKMYT1__P1P2	3102.8	2397.1/2378.1	3102.8	2387.6	-0.37786	180.21	5.0673e+05	1.0047	0.15752	0.84248	0.31503	0.75081	False
NPY4R__47083254__FWD__27	NPY4R__P1P2	4158.3	4619.5/5352.8	4158.3	4986.1	0.26188	2.6883e+05	6.791e+05	1.0046	0.84245	0.15755	0.31509	0.75081	True
LHFP__P1P2__primary__RVS__68	LHFP__P1P2	3710.8	3872.9/5112.1	3710.8	4492.5	0.27571	7.678e+05	6.0602e+05	1.0041	0.84234	0.15766	0.31533	0.75119	True
ARHGEF18__P1P2__secondary__FWD__94	ARHGEF18__P1P2	2797.8	1884.3/2354.2	2797.8	2119.2	-0.40057	1.1038e+05	4.5691e+05	1.0039	0.15772	0.84228	0.31543	0.75126	False
FAM115A__143579171__RVS__66	FAM115A__143579171	3462.4	3151.5/2264.1	3462.4	2707.8	-0.35453	3.9379e+05	5.6545e+05	1.0035	0.15781	0.84219	0.31563	0.75144	False
PIGB_-_55611473.23-P1P2	PIGB__P1P2	3457.3	4497.8/3924.8	3457.3	4211.3	0.28453	1.6421e+05	5.6462e+05	1.0034	0.84217	0.15783	0.31567	0.75144	True
FOXK2_-_80478026.23-P1P2	FOXK2__P1P2	4928.9	3685.2/4373	4928.9	4029.1	-0.29075	2.3655e+05	8.0495e+05	1.0029	0.15794	0.84206	0.31589	0.75178	False
DPP9_-_4723782.23-P1	DPP9__P1	3007.9	2375.4/2235.5	3007.9	2305.5	-0.38353	9776.1	4.9122e+05	1.0022	0.15812	0.84188	0.31624	0.75244	False
CDK10__P1P2__primary__FWD__31	CDK10__P1P2	4045.2	5619.9/4099.3	4045.2	4859.6	0.26458	1.1562e+06	6.6062e+05	1.002	0.84183	0.15817	0.31634	0.75248	True
non-targeting_00674	negative_control__na	4462.3	3489.6/3725.2	4462.3	3607.4	-0.30676	27737	7.2875e+05	1.0015	0.1583	0.8417	0.31661	0.75294	False
LTN1__P1P2__primarysecondary__RVS__48	LTN1__P1P2	4432	3371.4/3789	4432	3580.2	-0.30783	87198	7.238e+05	1.0012	0.15837	0.84163	0.31674	0.75306	False
UBE3A_-_25684167.23-P1P2	UBE3A__P1P2	3604.8	3353.2/2321.1	3604.8	2837.1	-0.34537	5.3259e+05	5.8871e+05	1.0005	0.15853	0.84147	0.31707	0.75366	False
TRAPPC6B_+_39639557.23-P1P2	TRAPPC6B__P1P2	4961.3	3719.1/4402.7	4961.3	4060.9	-0.28885	2.3364e+05	8.1023e+05	1.0003	0.15859	0.84141	0.31717	0.75374	False
non-targeting_00806	negative_control__na	3726	2821.3/3070.5	3726	2945.9	-0.33884	31052	6.085e+05	1.0001	0.15863	0.84137	0.31726	0.75376	False
AGO1__36348590__FWD__72	AGO1__36348590	4063.3	3085.5/3412.6	4063.3	3249.1	-0.32256	53518	6.6359e+05	0.9996	0.15875	0.84125	0.3175	0.75415	False
GPR89B__147400326__RVS__83	GPR89B__147400326	4843.1	5986.7/5477.1	4843.1	5731.9	0.24304	1.2984e+05	7.9093e+05	0.9994	0.8412	0.1588	0.3176	0.7542	True
USP1_+_62902760.23-P1P2	USP1__P1P2	3756.3	2883.8/3063.6	3756.3	2973.7	-0.33694	16161	6.1345e+05	0.99916	0.15886	0.84114	0.31772	0.75422	False
FAF1__P1P2__primary__RVS__72	FAF1__P1P2	3253.3	2148.5/2901.7	3253.3	2525.1	-0.36544	2.836e+05	5.313e+05	0.99906	0.15888	0.84112	0.31777	0.75422	False
ZMYM4_-_35734771.23-P1P2	ZMYM4__P1P2	3545.2	2485.8/3085.3	3545.2	2785.5	-0.34781	1.7972e+05	5.7897e+05	0.99839	0.15905	0.84095	0.31809	0.75435	False
ASXL2__P1P2__secondary__FWD__29	ASXL2__P1P2	3703.8	4788.1/4172.3	3703.8	4480.2	0.2745	1.8964e+05	6.0487e+05	0.99832	0.84094	0.15906	0.31812	0.75435	True
ELOVL6_+_111119734.23-P1P2	ELOVL6__P1P2	4054.2	5001.9/4731.2	4054.2	4866.5	0.2634	36663	6.6211e+05	0.99828	0.84093	0.15907	0.31815	0.75435	True
COG6__P1P2__primarysecondary__FWD__3	COG6__P1P2	3676.5	4945.4/3954.4	3676.5	4449.9	0.27538	4.9107e+05	6.0042e+05	0.99815	0.8409	0.1591	0.31821	0.75435	True
MCM7_+_99698579.23-P1P2	MCM7__P1P2	5273.4	4198/4496.2	5273.4	4347.1	-0.27861	44465	8.612e+05	0.99812	0.15911	0.84089	0.31822	0.75435	False
CD22__P1P2__primarysecondary__RVS__456	CD22__P1P2	3766.4	4683/4415.2	3766.4	4549.1	0.27233	35846	6.151e+05	0.99798	0.84085	0.15915	0.31829	0.75435	True
NEUROD1__P1P2__primary__RVS__71	NEUROD1__P1P2	4424.9	3876.4/3278	4424.9	3577.2	-0.30674	1.7901e+05	7.2264e+05	0.99721	0.15933	0.84067	0.31866	0.75506	False
UBE2L3__P1P2__secondary__RVS__59	UBE2L3__P1P2	3713.9	4104.1/4874.9	3713.9	4489.5	0.27356	2.9703e+05	6.0652e+05	0.99592	0.84036	0.15964	0.31929	0.75615	True
KDM3A_+_86668536.23-P1P2	KDM3A__P1P2	3580.5	4390.9/4293.2	3580.5	4342	0.27813	4778.8	5.8475e+05	0.99583	0.84033	0.15967	0.31933	0.75615	True
USP10__P1P2__primarysecondary__RVS__248	USP10__P1P2	4649.2	5888.5/5145.2	4649.2	5516.8	0.24682	2.7624e+05	7.5926e+05	0.99577	0.84032	0.15968	0.31936	0.75615	True
MED24__P1P2__primarysecondary__RVS__11	MED24__P1P2	4510.8	5108/5621.9	4510.8	5365	0.25014	1.3208e+05	7.3666e+05	0.99521	0.84018	0.15982	0.31963	0.75657	True
RAC1_+_6414690.23-P1P2	RAC1__P1P2	3446.2	2829.9/2569.7	3446.2	2699.8	-0.35202	33852	5.6281e+05	0.9949	0.15989	0.84011	0.31979	0.75657	False
CNOT3_+_54641889.23-P1P2	CNOT3__P1P2	3815.9	3545.2/2516.1	3815.9	3030.7	-0.33227	5.2954e+05	6.2318e+05	0.99465	0.15995	0.84005	0.31991	0.75657	False
CISD1_-_60029404.23-P1P2	CISD1__P1P2	3337.1	2629.2/2576.6	3337.1	2602.9	-0.35838	1382.6	5.4499e+05	0.99461	0.15996	0.84004	0.31992	0.75657	False
GPBP1_-_56469933.23-P1P2	GPBP1__P1P2	3650.2	2881.2/2883.4	3650.2	2882.3	-0.34066	2.3771	5.9613e+05	0.99461	0.15996	0.84004	0.31993	0.75657	False
CENPO_-_25016746.23-P1P2	CENPO__P1P2	4627.9	3631.3/3896.2	4627.9	3763.8	-0.29812	35099	7.558e+05	0.99403	0.1601	0.8399	0.32021	0.75705	False
HES1_+_193853990.23-P1P2	HES1__P1P2	3778.5	2936.8/3059.1	3778.5	2997.9	-0.33374	7467.1	6.1708e+05	0.99366	0.16019	0.83981	0.32039	0.75725	False
ZNF740_-_53574926.23-P1P2	ZNF740__P1P2	3263.4	4477/3500.5	3263.4	3988.7	0.28947	4.7679e+05	5.3295e+05	0.99354	0.83978	0.16022	0.32045	0.75725	True
non-targeting_01128	negative_control__na	4277.5	3330.6/3564.3	4277.5	3447.5	-0.31114	27322	6.9856e+05	0.99308	0.16034	0.83966	0.32067	0.75748	False
ZMYM4__P1P2__secondary__FWD__212	ZMYM4__P1P2	4256.3	3656.5/3200.5	4256.3	3428.5	-0.31193	1.0398e+05	6.951e+05	0.99285	0.16039	0.83961	0.32078	0.75748	False
TCF7L1__P1P2__secondary__FWD__43	TCF7L1__P1P2	3809.8	4570/4616	3809.8	4593	0.26964	1057	6.2219e+05	0.99284	0.83961	0.16039	0.32079	0.75748	True
ZNF460__P1P2__primary__FWD__33	ZNF460__P1P2	4254.2	5081.9/5081.3	4254.2	5081.6	0.25633	0.17381	6.9477e+05	0.99262	0.83955	0.16045	0.3209	0.75748	True
SRSF6_+_42086990.23-P1	SRSF6__P1	3683.6	2818.6/3008.9	3683.6	2913.8	-0.33812	18092	6.0157e+05	0.99253	0.16047	0.83953	0.32094	0.75748	False
MOSPD2_-_14891592.23-P1P2	MOSPD2__P1P2	3684.6	2916.9/2913.1	3684.6	2915	-0.33792	7.2176	6.0174e+05	0.99215	0.16056	0.83944	0.32113	0.75759	False
TMSB10__P1P2__primary__FWD__37	TMSB10__P1P2	3629	4770.7/4014.9	3629	4392.8	0.27549	2.8568e+05	5.9266e+05	0.99212	0.83943	0.16057	0.32114	0.75759	True
HNRNPA2B1__P1P2__primary__RVS__52	HNRNPA2B1__P1P2	3781.5	2716.1/3288.3	3781.5	3002.2	-0.33286	1.6372e+05	6.1757e+05	0.99172	0.16067	0.83933	0.32134	0.75761	False
ZC3H14_+_89029776.23-P1P2	ZC3H14__P1P2	3671.4	4429.2/4449.4	3671.4	4439.3	0.27391	205.13	5.9959e+05	0.99163	0.83931	0.16069	0.32138	0.75761	True
APEX2_-_55026828.23-P1P2	APEX2__P1P2	3337.1	2523.1/2687.2	3337.1	2605.2	-0.3571	13462	5.4499e+05	0.9915	0.16072	0.83928	0.32144	0.75761	False
AEN__P1P2__primary__FWD__248	AEN__P1P2	3332.1	2716.1/2485.3	3332.1	2600.7	-0.3574	26622	5.4417e+05	0.99146	0.16073	0.83927	0.32146	0.75761	False
SREK1IP1_+_64064264.23-P1P2	SREK1IP1__P1P2	2790.7	2300.6/1942.4	2790.7	2121.5	-0.39536	64158	4.5576e+05	0.9913	0.16077	0.83923	0.32154	0.75761	False
GNAI1__P1P2__secondary__FWD__53	GNAI1__P1P2	4677.4	3859.9/3763.9	4677.4	3811.9	-0.29513	4602.8	7.6388e+05	0.9903	0.16101	0.83899	0.32203	0.75857	False
MIR205HG__209601956__RVS__553	MIR205HG__P2	3732.1	4780.3/4229.3	3732.1	4504.8	0.27143	1.5181e+05	6.0949e+05	0.98982	0.83887	0.16113	0.32226	0.75894	True
SNRK__P1P2__secondary__RVS__52	SNRK__P1P2	3792.7	4322.3/4820.1	3792.7	4571.2	0.2693	1.2393e+05	6.1939e+05	0.98924	0.83873	0.16127	0.32255	0.75926	True
MID1IP1__P1P2__primarysecondary__RVS__73	MID1IP1__P1P2	4263.3	3041.1/3834.7	4263.3	3437.9	-0.31037	3.1483e+05	6.9625e+05	0.98923	0.16128	0.83872	0.32255	0.75926	False
PPP6C__P1P2__secondary__FWD__59	PPP6C__P1P2	3079.6	2132/2625.6	3079.6	2378.8	-0.37234	1.2183e+05	5.0293e+05	0.98814	0.16154	0.83846	0.32308	0.76032	False
SLC11A2_+_51420123.23-P1	SLC11A2__P1	3658.3	3009/2780.7	3658.3	2894.9	-0.33758	26046	5.9745e+05	0.98772	0.16165	0.83835	0.32329	0.76062	False
non-targeting_00973	negative_control__na	4679.5	3830.3/3802.7	4679.5	3816.5	-0.29401	381.3	7.6421e+05	0.98712	0.16179	0.83821	0.32358	0.76104	False
non-targeting_01797	negative_control__na	2951.3	3018.5/4254.4	2951.3	3636.5	0.3011	7.6365e+05	4.8198e+05	0.98692	0.83816	0.16184	0.32369	0.76104	True
FAR1__P1P2__secondary__FWD__37	FAR1__P1P2	4364.3	3495.7/3566.6	4364.3	3531.2	-0.30554	2513.7	7.1275e+05	0.98688	0.16185	0.83815	0.3237	0.76104	False
KLHL5__P1P2__secondary__RVS__240	KLHL5__P1P2	3496.7	4004.2/4480.2	3496.7	4242.2	0.27874	1.1332e+05	5.7106e+05	0.9865	0.83805	0.16195	0.32389	0.76106	True
FAR1_+_13690221.23-P1P2	FAR1__P1P2	4256.3	3603.5/3264.4	4256.3	3433.9	-0.30965	57503	6.951e+05	0.98634	0.16198	0.83802	0.32397	0.76106	False
CHAMP1__P1P2__primary__FWD__45	CHAMP1__P1P2	3753.3	2982/2980.4	3753.3	2981.2	-0.33215	1.4294	6.1295e+05	0.98615	0.16203	0.83797	0.32406	0.76106	False
OXR1_+_107670418.23-ENST00000312046.6	OXR1__ENST00000312046.6	3360.4	2547.5/2712.3	3360.4	2629.9	-0.35349	13587	5.4879e+05	0.98606	0.16205	0.83795	0.3241	0.76106	False
HES1__P1P2__primarysecondary__FWD__43	HES1__P1P2	3721.9	3497.4/2408.9	3721.9	2953.2	-0.33369	5.9245e+05	6.0784e+05	0.98606	0.16205	0.83795	0.32411	0.76106	False
PIGL_+_16120900.23-P1P2	PIGL__P1P2	2882.6	3281/3835.8	2882.6	3558.4	0.30376	1.5388e+05	4.7077e+05	0.98494	0.83767	0.16233	0.32466	0.76217	True
