sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
MDM2_+_69202361.23-P1P2	MDM2__P1P2	3217.9	878.71/680.93	3217.9	779.82	-2.0435	19558	5.2553e+05	3.3665	0.00038065	0.99962	0.0007613	0.0068951	False
SERPINB9_+_2903455.23-P1P2	SERPINB9__P1P2	3581.6	940.42/1080.1	3581.6	1010.3	-1.8248	9760.6	5.8491e+05	3.3631	0.00038541	0.99961	0.00077083	0.0069749	False
MDC1_-_30685055.23-P1P2	MDC1__P1P2	3666.4	1018.6/1112.1	3666.4	1065.4	-1.7821	4364.7	5.9877e+05	3.3622	0.00038668	0.99961	0.00077336	0.0069913	False
REC8_+_24641325.23-P1P2	REC8__P1P2	2850.3	457.17/674.09	2850.3	565.63	-2.3311	23526	4.6549e+05	3.3589	0.00039132	0.99961	0.00078264	0.0070686	False
WDR70__P1P2__primary__FWD__71	WDR70__P1P2	3371.5	929.12/833.77	3371.5	881.44	-1.9342	4545.8	5.506e+05	3.3577	0.00039303	0.99961	0.00078607	0.0070929	False
C1QTNF9B-AS1__P1P2__primary__FWD__67	C1QTNF9B-AS1__P1P2	3613.9	1056.9/1016.3	3613.9	1036.6	-1.8007	825	5.9019e+05	3.3557	0.0003958	0.9996	0.0007916	0.0071362	False
NABP2_-_56618158.23-P1	NABP2__P1	3741.1	1139.5/1099.5	3741.1	1119.5	-1.7397	797.06	6.1097e+05	3.3546	0.0003974	0.9996	0.0007948	0.0071584	False
PTPN12_-_77166641.23-P1P2	PTPN12__P1P2	4451.2	7546.8/7073.9	4451.2	7310.4	0.71562	1.1181e+05	7.2693e+05	3.3535	0.9996	0.00039904	0.00079809	0.0071813	True
ARHGEF5__144052240__RVS__37	ARHGEF5__144052240	2672.5	372.86/565.73	2672.5	469.3	-2.5071	18599	4.3646e+05	3.3525	0.00040045	0.9996	0.0008009	0.0071999	False
USMG5__P1P2__secondary__RVS__27	USMG5__P1P2	3897.7	1115.1/1332.2	3897.7	1223.7	-1.6706	23564	6.3654e+05	3.352	0.00040119	0.9996	0.00080239	0.0072033	False
MTCH2_+_47664056.23-P1P2	MTCH2__P1P2	5326.9	2583.1/1818.1	5326.9	2200.6	-1.275	2.9262e+05	8.6994e+05	3.3518	0.00040138	0.9996	0.00080277	0.0072033	False
SRCAP__P1P2__primary__FWD__67	SRCAP__P1P2	3754.3	1096/1166.8	3754.3	1131.4	-1.7295	2508.1	6.1312e+05	3.3502	0.0004037	0.9996	0.00080741	0.0072383	False
MANSC1_+_12503132.23-P1P2	MANSC1__P1P2	2505.9	345.05/418.6	2505.9	381.82	-2.7111	2704.4	4.0924e+05	3.3495	0.00040483	0.9996	0.00080966	0.0072518	False
CENPQ__P1P2__primary__RVS__29	CENPQ__P1P2	4033	1181.2/1449.7	4033	1315.4	-1.6156	36050	6.5864e+05	3.3488	0.00040578	0.99959	0.00081157	0.0072622	False
TAF11__P1P2__secondary__RVS__31	TAF11__P1P2	3150.3	856.11/646.71	3150.3	751.41	-2.0663	21924	5.1448e+05	3.3482	0.00040664	0.99959	0.00081329	0.0072708	False
ADAM18_-_39442133.23-P1P2	ADAM18__P1P2	2532.1	358.09/435.7	2532.1	396.9	-2.6705	3012.1	4.1353e+05	3.3471	0.00040827	0.99959	0.00081653	0.0072906	False
RRNAD1_+_156698309.23-P1P2	RRNAD1__P1P2	3964.4	856.11/1686.9	3964.4	1271.5	-1.6398	3.4513e+05	6.4743e+05	3.347	0.0004085	0.99959	0.00081701	0.0072906	False
RUNX1T1_-_93106991.23-P2	RUNX1T1__P2	3390.7	885.66/920.45	3390.7	903.06	-1.9075	605.26	5.5374e+05	3.3447	0.00041186	0.99959	0.00082373	0.0073438	False
PDSS1__P1P2__primarysecondary__FWD__20	PDSS1__P1P2	3788.6	1178.6/1139.4	3788.6	1159	-1.7079	765.09	6.1873e+05	3.3435	0.0004136	0.99959	0.00082719	0.0073607	False
ISY1_+_128879504.23-P1P2	ISY1__P1P2	3862.3	876.1/1538.7	3862.3	1207.4	-1.6768	2.1949e+05	6.3077e+05	3.3433	0.00041395	0.99959	0.00082789	0.0073607	False
ZBTB4_-_7387488.23-P1	ZBTB4__P1	4261.3	1355.9/1588.8	4261.3	1472.4	-1.5325	27137	6.9592e+05	3.3433	0.00041395	0.99959	0.0008279	0.0073607	False
CBLL1_+_107384793.23-P1P2	CBLL1__P1P2	4685.5	1778.3/1745.1	4685.5	1761.7	-1.4107	550.37	7.652e+05	3.3425	0.00041518	0.99958	0.00083035	0.0073757	False
CENPO_-_25016383.23-P1P2	CENPO__P1P2	2981.6	501.5/810.96	2981.6	656.23	-2.1821	47882	4.8693e+05	3.3387	0.00042084	0.99958	0.00084167	0.0074694	False
RUNX1T1_+_93107028.23-P2	RUNX1T1__P2	4577.4	1826.1/1556.9	4577.4	1691.5	-1.4357	36228	7.4755e+05	3.3379	0.00042206	0.99958	0.00084413	0.0074785	False
ZNF462__P1P2__primary__FWD__63	ZNF462__P1P2	4428	1828.7/1350.5	4428	1589.6	-1.4774	1.1435e+05	7.2314e+05	3.3379	0.00042212	0.99958	0.00084423	0.0074785	False
MDM4__P1P2__primarysecondary__FWD__26	MDM4__P1P2	1979.7	152.1/160.82	1979.7	156.46	-3.6529	38.036	3.233e+05	3.3374	0.00042279	0.99958	0.00084557	0.0074789	False
DGCR8_-_20068213.23-P1P2	DGCR8__P1P2	3021	589.28/772.18	3021	680.73	-2.1482	16725	4.9336e+05	3.3373	0.00042291	0.99958	0.00084582	0.0074789	False
NAA15_-_140222868.23-P1P2	NAA15__P1P2	4121.9	1321.1/1448.5	4121.9	1384.8	-1.5729	8120.7	6.7316e+05	3.3362	0.00042465	0.99958	0.0008493	0.0075028	False
ZNF444_-_56652695.23-P1P2	ZNF444__P1P2	3761.3	1300.2/998.01	3761.3	1149.1	-1.7098	45672	6.1427e+05	3.3335	0.00042886	0.99957	0.00085773	0.0075703	False
PMVK__P1P2__primary__RVS__29	PMVK__P1P2	3774.5	1036/1284.3	3774.5	1160.2	-1.7011	30821	6.1642e+05	3.3303	0.00043376	0.99957	0.00086751	0.0076498	False
ACAT2_-_160183095.23-P1P2	ACAT2__P1P2	3467.4	834.38/1091.5	3467.4	962.96	-1.8472	33066	5.6627e+05	3.3294	0.0004351	0.99956	0.0008702	0.0076665	False
ASPM_-_197115684.23-P1P2	ASPM__P1P2	3958.3	1251.6/1312.8	3958.3	1282.2	-1.6255	1875.4	6.4644e+05	3.3287	0.00043626	0.99956	0.00087251	0.0076799	False
MBIP__P1P2__primary__FWD__70	MBIP__P1P2	3823	1239.4/1150.9	3823	1195.1	-1.6767	3920.7	6.2433e+05	3.3262	0.00044027	0.99956	0.00088054	0.0077435	False
FBXL14_+_1703640.23-P1P2	FBXL14__P1P2	2748.3	297.25/761.91	2748.3	529.58	-2.3734	1.0796e+05	4.4883e+05	3.3244	0.0004431	0.99956	0.0008862	0.0077862	False
BTAF1_+_93683612.23-P1P2	BTAF1__P1P2	3210.9	889.14/725.41	3210.9	807.27	-1.9905	13403	5.2437e+05	3.3221	0.00044666	0.99955	0.00089331	0.0078416	False
COPE_+_19030144.23-P1P2	COPE__P1P2	4309.8	1756.5/1291.1	4309.8	1523.8	-1.4993	1.083e+05	7.0384e+05	3.3208	0.00044875	0.99955	0.00089751	0.0078713	False
FAM178A__P1P2__primary__RVS__45	FAM178A__P1P2	3289.7	1001.3/715.15	3289.7	858.2	-1.9373	40929	5.3724e+05	3.3195	0.0004509	0.99955	0.00090181	0.0079018	False
TOP1_+_39657511.23-P1P2	TOP1__P1P2	4337.1	1222/1870.6	4337.1	1546.3	-1.4873	2.103e+05	7.0829e+05	3.3161	0.00045642	0.99954	0.00091285	0.0079885	False
NXT1_-_23331492.23-P1P2	NXT1__P1P2	4473.4	1598.4/1680.1	4473.4	1639.2	-1.4478	3339.3	7.3056e+05	3.3159	0.00045667	0.99954	0.00091335	0.0079885	False
INO80C_+_33077831.23-P1P2	INO80C__P1P2	3761.3	1137.7/1189.6	3761.3	1163.7	-1.6917	1347.8	6.1427e+05	3.3149	0.00045842	0.99954	0.00091685	0.0080119	False
ACTR5_+_37377158.23-P1P2	ACTR5__P1P2	3411.9	972.58/906.77	3411.9	939.67	-1.8592	2165.4	5.572e+05	3.3134	0.00046088	0.99954	0.00092176	0.0080476	False
UFM1_-_38923971.23-P1P2	UFM1__P1P2	3907.8	1325.4/1197.6	3907.8	1261.5	-1.6304	8170.7	6.3819e+05	3.3128	0.0004618	0.99954	0.00092361	0.0080564	False
NPM1_-_170814669.23-P1P2	NPM1__P1P2	4234	1575.8/1383.5	4234	1479.6	-1.5161	18477	6.9147e+05	3.3125	0.00046237	0.99954	0.00092474	0.0080591	False
MAD2L1BP_-_43603663.23-P1P2	MAD2L1BP__P1P2	1773.6	154.71/51.326	1773.6	103.02	-4.0926	5343.9	2.8965e+05	3.3119	0.00046335	0.99954	0.0009267	0.0080642	False
GTF3C2_+_27579204.23-P1P2	GTF3C2__P1P2	4329	1745.2/1343.6	4329	1544.4	-1.4864	80656	7.0697e+05	3.3118	0.0004635	0.99954	0.000927	0.0080642	False
KIAA1429_-_95565479.23-P1P2	KIAA1429__P1P2	5259.2	8475.1/8176.9	5259.2	8326	0.66267	44458	8.5889e+05	3.3091	0.99953	0.000468	0.00093601	0.0081353	True
MDM2__P1P2__primary__FWD__48	MDM2__P1P2	1951.4	190.34/125.46	1951.4	157.9	-3.619	2104.6	3.1868e+05	3.3074	0.00047079	0.99953	0.00094158	0.0081764	False
CENPO__P1P2__primary__RVS__49	CENPO__P1P2	5203.7	2118.1/2192.2	5203.7	2155.2	-1.2713	2745.1	8.4982e+05	3.3069	0.00047164	0.99953	0.00094328	0.0081834	False
HOXC4_+_54448009.23-ENST00000430889.2	HOXC4__ENST00000430889.2	3515.9	964.75/1057.3	3515.9	1011	-1.797	4284.6	5.7419e+05	3.3067	0.00047204	0.99953	0.00094408	0.0081834	False
FKBPL_-_32098045.23-P1P2	FKBPL__P1P2	3656.3	1154.2/1050.5	3656.3	1102.4	-1.7289	5381.7	5.9712e+05	3.3057	0.00047364	0.99953	0.00094728	0.0082038	False
PAN2_-_56727782.23-P1P2	PAN2__P1P2	4506.7	7392.1/7291.8	4506.7	7341.9	0.70395	5032.6	7.3601e+05	3.3048	0.99952	0.00047527	0.00095053	0.0082246	True
GRWD1__P1P2__primary__FWD__36	GRWD1__P1P2	4594.6	1933/1531.8	4594.6	1732.4	-1.4067	80471	7.5036e+05	3.3043	0.00047615	0.99952	0.00095229	0.0082325	False
CCDC12_+_47018159.23-P1	CCDC12__P1	3372.5	821.34/1027.7	3372.5	924.51	-1.8659	21285	5.5077e+05	3.3001	0.00048317	0.99952	0.00096635	0.0083377	False
ACTR8_-_53916193.23-P1P2	ACTR8__P1P2	3538.1	987.35/1073.3	3538.1	1030.3	-1.7789	3692.9	5.7782e+05	3.3001	0.00048332	0.99952	0.00096665	0.0083377	False
NPM1_-_170815107.23-P1P2	NPM1__P1P2	3712.9	1057.8/1229.6	3712.9	1143.7	-1.698	14758	6.0635e+05	3.2999	0.00048352	0.99952	0.00096703	0.0083377	False
ASPM_+_197115347.23-P1P2	ASPM__P1P2	3740.1	1248.1/1075.6	3740.1	1161.8	-1.6858	14882	6.1081e+05	3.2995	0.00048432	0.99952	0.00096864	0.0083441	False
ASPM_-_197115568.23-P1P2	ASPM__P1P2	4397.7	1703.5/1501	4397.7	1602.3	-1.456	20506	7.1819e+05	3.2986	0.00048583	0.99951	0.00097166	0.0083627	False
OBFC1_-_105677720.23-P1P2	OBFC1__P1P2	3732.1	1141.2/1173.7	3732.1	1157.4	-1.6882	527.26	6.0949e+05	3.2984	0.00048627	0.99951	0.00097253	0.0083627	False
MMAB__P1P2__primary__FWD__34	MMAB__P1P2	3480.6	968.23/1022	3480.6	995.1	-1.8054	1443.8	5.6842e+05	3.2978	0.00048728	0.99951	0.00097455	0.0083727	False
MAPRE1_-_31407793.23-P1P2	MAPRE1__P1P2	4129	1621/1223.8	4129	1422.4	-1.5368	78848	6.7431e+05	3.2962	0.00049006	0.99951	0.00098013	0.008404	False
MGEA5_-_103577711.23-P1P2	MGEA5__P1P2	3620.9	1041.2/1132.6	3620.9	1086.9	-1.7352	4173.7	5.9134e+05	3.296	0.00049039	0.99951	0.00098078	0.008404	False
VPS51_-_64864121.23-P1P2	VPS51__P1P2	4897.6	2234.6/1665.3	4897.6	1949.9	-1.3282	1.6206e+05	7.9984e+05	3.296	0.0004904	0.99951	0.0009808	0.008404	False
ZRSR2__P1P2__primary__FWD__31	ZRSR2__P1P2	3367.4	1055.1/794.99	3367.4	925.07	-1.8629	33840	5.4994e+05	3.2951	0.00049202	0.99951	0.00098404	0.0084243	False
MYH9__P1P2__primary__FWD__34	MYH9__P1P2	4253.2	7216.5/6779.6	4253.2	6998.1	0.71827	95433	6.946e+05	3.2935	0.99951	0.00049482	0.00098963	0.0084647	True
SUGP1__P1P2__primarysecondary__RVS__90	SUGP1__P1P2	2860.4	550.17/683.21	2860.4	616.69	-2.2118	8850	4.6714e+05	3.2907	0.00049967	0.9995	0.00099934	0.0085402	False
TRIP6__P1P2__primarysecondary__FWD__59	TRIP6__P1P2	3392.7	892.61/998.01	3392.7	945.31	-1.8425	5554.5	5.5407e+05	3.2893	0.00050211	0.9995	0.0010042	0.0085684	False
NAA30__P1P2__primarysecondary__FWD__55	NAA30__P1P2	4374.4	1652.2/1536.4	4374.4	1594.3	-1.4556	6713.9	7.144e+05	3.2893	0.0005022	0.9995	0.0010044	0.0085684	False
DROSHA__31531421__RVS__54	DROSHA__31531421	4023.9	1344.6/1374.4	4023.9	1359.5	-1.5648	445.1	6.5716e+05	3.287	0.00050631	0.99949	0.0010126	0.0086309	False
HSPA14_+_14880366.23-P1P2	HSPA14__P1P2	3075.5	905.65/593.1	3075.5	749.38	-2.0356	48843	5.0227e+05	3.2862	0.00050781	0.99949	0.0010156	0.0086488	False
AATF__P1P2__secondary__FWD__55	AATF__P1P2	2936.1	658.81/671.81	2936.1	665.31	-2.1402	84.396	4.7951e+05	3.2855	0.00050906	0.99949	0.0010181	0.0086625	False
COPE_+_19030153.23-P1P2	COPE__P1P2	4078.5	1382.8/1413.2	4078.5	1398	-1.544	461.28	6.6607e+05	3.2846	0.00051072	0.99949	0.0010214	0.0086831	False
RNF146_+_127588398.23-P1P2	RNF146__P1P2	4432	7323.4/7127.5	4432	7225.5	0.70501	19190	7.238e+05	3.2835	0.99949	0.00051264	0.0010253	0.0086965	True
POLE3__P1P2__secondary__RVS__75	POLE3__P1P2	5587.5	2771.7/2130.6	5587.5	2451.2	-1.1884	2.055e+05	9.125e+05	3.2832	0.00051311	0.99949	0.0010262	0.0086965	False
RIC8A__P2__primarysecondary__RVS__32	RIC8A__P2	3824	1156.8/1302.5	3824	1229.7	-1.636	10616	6.245e+05	3.2832	0.00051319	0.99949	0.0010264	0.0086965	False
IPO7__P1P2__primary__RVS__34	IPO7__P1P2	3095.7	903.91/623.9	3095.7	763.91	-2.0174	39203	5.0557e+05	3.2831	0.0005133	0.99949	0.0010266	0.0086965	False
ILF3_+_10765030.23-P1P2	ILF3__P1P2	3158.4	827.43/781.3	3158.4	804.36	-1.9719	1063.8	5.158e+05	3.2806	0.00051787	0.99948	0.0010357	0.0087663	False
CCDC12_-_47017783.23-P1	CCDC12__P1	3967.4	1481/1175.9	3967.4	1328.5	-1.5777	46537	6.4792e+05	3.2786	0.00052158	0.99948	0.0010432	0.0088094	False
CENPO_-_25016322.23-P1P2	CENPO__P1P2	4640.1	2104.2/1467.9	4640.1	1786.1	-1.3769	2.0242e+05	7.5778e+05	3.2786	0.00052166	0.99948	0.0010433	0.0088094	False
PLEKHH2__P1P2__primarysecondary__FWD__71	PLEKHH2__P1P2	3321	891.74/923.87	3321	907.81	-1.87	516.18	5.4235e+05	3.2785	0.00052178	0.99948	0.0010436	0.0088094	False
USMG5_+_105156174.23-P1P2	USMG5__P1P2	4933	1904.3/2081.6	4933	1992.9	-1.3071	15712	8.0561e+05	3.2756	0.00052719	0.99947	0.0010544	0.0088929	False
DDRGK1_+_3185269.23-P1P2	DDRGK1__P1P2	4209.8	1603.6/1387	4209.8	1495.3	-1.4927	23463	6.8751e+05	3.2739	0.00053033	0.99947	0.0010607	0.0089381	False
MED15_-_20861942.23-P1	MED15__P1	3007.9	668.37/766.47	3007.9	717.42	-2.0663	4811.8	4.9122e+05	3.2727	0.00053271	0.99947	0.0010654	0.0089619	False
WDR7__P1P2__secondary__RVS__28	WDR7__P1P2	4013.8	1250.7/1478.2	4013.8	1364.5	-1.556	25878	6.5551e+05	3.2725	0.00053296	0.99947	0.0010659	0.0089619	False
CORO1A__30194716__FWD__-11	CORO1A__30194716	2587.7	444.13/499.58	2587.7	471.86	-2.4528	1536.9	4.226e+05	3.2724	0.00053312	0.99947	0.0010662	0.0089619	False
ZNF462__P1P2__primary__FWD__55	ZNF462__P1P2	4072.4	1242.9/1569.4	4072.4	1406.2	-1.5335	53323	6.6508e+05	3.2696	0.00053859	0.99946	0.0010772	0.0090459	False
TBC1D31_+_124084949.23-P1P2	TBC1D31__P1P2	5052.2	2066.8/2099.8	5052.2	2083.3	-1.2776	544.11	8.2508e+05	3.2684	0.00054073	0.99946	0.0010815	0.0090712	False
WDR7_+_54318628.23-P1P2	WDR7__P1P2	4190.6	1525.4/1448.5	4190.6	1486.9	-1.4942	2949.7	6.8438e+05	3.2683	0.00054104	0.99946	0.0010821	0.0090712	False
ELOF1__P1P2__primary__FWD__97	ELOF1__P1P2	3921.9	1415/1198.8	3921.9	1306.9	-1.5847	23374	6.405e+05	3.2678	0.00054191	0.99946	0.0010838	0.009078	False
ATP6AP2_+_40440237.23-P1P2	ATP6AP2__P1P2	3371.5	928.25/968.36	3371.5	948.3	-1.8289	804.36	5.506e+05	3.267	0.00054337	0.99946	0.0010867	0.009082	False
ZWILCH__P1P2__primary__FWD__26	ZWILCH__P1P2	3277.5	867.41/910.19	3277.5	888.8	-1.8815	915.04	5.3526e+05	3.267	0.00054355	0.99946	0.0010871	0.009082	False
PICALM_-_85780031.23-P1P2	PICALM__P1P2	3700.7	5453.9/7027.2	3700.7	6240.5	0.75369	1.2376e+06	6.0438e+05	3.267	0.99946	0.00054355	0.0010871	0.009082	True
TATDN2__P1P2__secondary__FWD__49	TATDN2__P1P2	3135.1	689.23/913.61	3135.1	801.42	-1.9666	25172	5.12e+05	3.2645	0.00054835	0.99945	0.0010967	0.0091543	False
DPF2__P1__primarysecondary__RVS__3	DPF2__P1	3803.8	1162/1303.7	3803.8	1232.9	-1.6246	10031	6.212e+05	3.2622	0.00055268	0.99945	0.0011054	0.0092187	False
PPP2R5C__P1P2__primary__FWD__92	PPP2R5C__P1P2	4205.8	1634.9/1371	4205.8	1502.9	-1.484	34816	6.8685e+05	3.2614	0.00055437	0.99945	0.0011087	0.0092388	False
PRKRIR_-_76092044.23-P1P2	PRKRIR__P1P2	3613.9	1063/1161.1	3613.9	1112	-1.6994	4816.7	5.9019e+05	3.2572	0.00056252	0.99944	0.001125	0.0093667	False
MEAF6_-_37980319.23-P1P2	MEAF6__P1P2	2662.4	565.81/481.33	2662.4	523.57	-2.3441	3569	4.3481e+05	3.257	0.00056306	0.99944	0.0011261	0.0093676	False
CTDSPL2__P1P2__primary__RVS__26	CTDSPL2__P1P2	3295.7	674.46/1146.3	3295.7	910.37	-1.8549	1.1131e+05	5.3823e+05	3.2531	0.00057072	0.99943	0.0011414	0.0094803	False
BMS1__P1P2__primary__RVS__39	BMS1__P1P2	3536.1	1016/1113.2	3536.1	1064.6	-1.7309	4721.9	5.7749e+05	3.2531	0.00057081	0.99943	0.0011416	0.0094803	False
ZC3H4_+_47615075.23-P1	ZC3H4__P1	2999.8	829.17/623.9	2999.8	726.53	-2.0443	21067	4.899e+05	3.2523	0.00057235	0.99943	0.0011447	0.0094977	False
KIF18B__P1P2__primarysecondary__FWD__51	KIF18B__P1P2	3253.3	1023.9/744.8	3253.3	884.33	-1.8781	38935	5.313e+05	3.252	0.00057292	0.99943	0.0011458	0.0094989	False
PKMYT1_+_3030417.23-P1P2	PKMYT1__P1P2	4015.9	1387.2/1381.2	4015.9	1384.2	-1.536	17.454	6.5584e+05	3.2498	0.00057746	0.99942	0.0011549	0.009566	False
TAF11_-_34855743.23-P1P2	TAF11__P1P2	5131.9	2116.4/2197.9	5131.9	2157.1	-1.25	3324.2	8.3811e+05	3.2494	0.00057815	0.99942	0.0011563	0.0095694	False
BUB1_+_111435629.23-P1P2	BUB1__P1P2	2045.3	191.21/242.94	2045.3	217.08	-3.2301	1338.1	3.3402e+05	3.249	0.00057916	0.99942	0.0011583	0.0095778	False
OBFC1_-_105677534.23-P1P2	OBFC1__P1P2	3960.3	1378.5/1317.4	3960.3	1347.9	-1.5542	1866	6.4677e+05	3.2486	0.00057993	0.99942	0.0011599	0.0095824	False
JPH3_-_87636537.23-P1P2	JPH3__P1P2	2954.3	685.76/719.71	2954.3	702.73	-2.0702	576.41	4.8248e+05	3.2466	0.00058389	0.99942	0.0011678	0.0096397	False
ILK__P1P2__primary__FWD__62	ILK__P1P2	3639.1	1155.1/1118.9	3639.1	1137	-1.6775	654.53	5.9431e+05	3.2462	0.00058475	0.99942	0.0011695	0.0096457	False
HMGCS1_-_43313473.23-P1P2	HMGCS1__P1P2	2734.1	595.37/549.76	2734.1	572.56	-2.2536	1039.8	4.4652e+05	3.245	0.00058718	0.99941	0.0011744	0.0096774	False
AATF__P1P2__secondary__FWD__50	AATF__P1P2	2366.5	417.19/325.07	2366.5	371.13	-2.6695	4243.4	3.8648e+05	3.2417	0.00059405	0.99941	0.0011881	0.0097797	False
RPL36A_-_100646038.23-P1P2	RPL36A__P1P2	1689.8	64.317/136.87	1689.8	100.59	-4.0568	2632	2.7596e+05	3.2416	0.00059439	0.99941	0.0011888	0.0097797	False
EMC1__P1P2__primary__FWD__18	EMC1__P1P2	4234	1914.7/1163.4	4234	1539.1	-1.4594	2.8225e+05	6.9147e+05	3.241	0.00059556	0.9994	0.0011911	0.0097906	False
GNB2L1__P1P2__secondary__RVS__67	GNB2L1__P1P2	3193.7	893.48/816.66	3193.7	855.07	-1.8999	2950.9	5.2157e+05	3.2405	0.00059652	0.9994	0.001193	0.0097906	False
ANKRD17_+_74124315.23-P1P2	ANKRD17__P1P2	2915.9	661.42/706.02	2915.9	683.72	-2.0909	994.68	4.7621e+05	3.2404	0.00059686	0.9994	0.0011937	0.0097906	False
TAF6__P1P2__secondary__FWD__66	TAF6__P1P2	3538.1	1255.9/895.36	3538.1	1075.6	-1.7169	65001	5.7782e+05	3.2403	0.00059707	0.9994	0.0011941	0.0097906	False
DPF2__P1__primarysecondary__RVS__2	DPF2__P1	3514.9	896.96/1228.4	3514.9	1062.7	-1.7248	54930	5.7402e+05	3.2374	0.00060302	0.9994	0.001206	0.0098797	False
PHF8_-_54070383.23-P1P2	PHF8__P1P2	3660.3	1106.4/1210.2	3660.3	1158.3	-1.6591	5380.8	5.9778e+05	3.2366	0.00060472	0.9994	0.0012094	0.0098986	False
USP3__P1P2__secondary__RVS__40	USP3__P1P2	2885.6	633.61/702.6	2885.6	668.1	-2.1091	2380	4.7126e+05	3.2364	0.00060519	0.99939	0.0012104	0.0098986	False
WDR7__P1P2__secondary__FWD__40	WDR7__P1P2	4135.1	1523.6/1430.3	4135.1	1477	-1.4847	4354.2	6.753e+05	3.2347	0.00060881	0.99939	0.0012176	0.0099494	False
NUFIP1_-_45563287.23-P1P2	NUFIP1__P1P2	4446.1	1443.7/1937.9	4446.1	1690.8	-1.3944	1.2212e+05	7.2611e+05	3.2336	0.00061119	0.99939	0.0012224	0.0099785	False
PFDN1__P1P2__primarysecondary__RVS__72	PFDN1__P1P2	3602.8	1010.8/1235.3	3602.8	1123	-1.6808	25186	5.8838e+05	3.2334	0.00061162	0.99939	0.0012232	0.0099785	False
SUB1_-_32585703.23-P1	SUB1__P1	3826	1474.9/1066.4	3826	1270.7	-1.5895	83434	6.2483e+05	3.233	0.00061258	0.99939	0.0012252	0.0099858	False
MAD2L1BP_+_43603763.23-P1P2	MAD2L1BP__P1P2	1663.5	43.457/149.42	1663.5	96.437	-4.0945	5613.7	2.7167e+05	3.2323	0.00061409	0.99939	0.0012282	0.0099944	False
NDUFAF6__P1P2__secondary__RVS__71	NDUFAF6__P1P2	3895.7	1385.4/1250.1	3895.7	1317.8	-1.5631	9158.1	6.3621e+05	3.2322	0.00061414	0.99939	0.0012283	0.0099944	False
STX7_+_132834187.23-P1P2	STX7__P1P2	3165.4	990.83/696.9	3165.4	843.86	-1.9061	43197	5.1695e+05	3.2314	0.00061598	0.99938	0.001232	0.010016	False
CSK__P1P2__primary__RVS__41	CSK__P1P2	3939.1	1427.1/1269.5	3939.1	1348.3	-1.546	12429	6.433e+05	3.2304	0.00061812	0.99938	0.0012362	0.010041	False
ACAD11_-_132379444.23-P1P2	ACAD11__P1P2	4378.5	1668.8/1625.3	4378.5	1647	-1.41	942.93	7.1506e+05	3.2302	0.00061859	0.99938	0.0012372	0.010041	False
UFL1_-_96969775.23-P1P2	UFL1__P1P2	3498.7	1052.5/1066.4	3498.7	1059.5	-1.7225	96.763	5.7139e+05	3.2278	0.00062378	0.99938	0.0012476	0.010113	False
RASA2__P1P2__primary__FWD__61	RASA2__P1P2	3637.1	6305.7/5943.6	3637.1	6124.6	0.75167	65546	5.9398e+05	3.2276	0.99938	0.00062417	0.0012483	0.010113	True
WDR70__P1P2__primary__FWD__70	WDR70__P1P2	4117.9	1457.6/1485	4117.9	1471.3	-1.4842	377.69	6.725e+05	3.2274	0.00062457	0.99938	0.0012491	0.010113	False
SETDB1__P1P2__primary__RVS__100	SETDB1__P1P2	3237.1	1043.8/742.52	3237.1	893.18	-1.8565	45398	5.2866e+05	3.2257	0.0006284	0.99937	0.0012568	0.010164	False
UBE2S_-_55918780.23-P1P2	UBE2S__P1P2	2437.2	447.61/387.8	2437.2	417.7	-2.5418	1788.7	3.9802e+05	3.2255	0.00062878	0.99937	0.0012576	0.010164	False
PPP2CA__P1P2__secondary__RVS__58	PPP2CA__P1P2	3046.2	517.14/1032.2	3046.2	774.69	-1.974	1.3266e+05	4.9749e+05	3.2241	0.00063186	0.99937	0.0012637	0.010206	False
ATRIP__P1P2__primary__FWD__74	ATRIP__P1P2	4048.2	1393.2/1463.4	4048.2	1428.3	-1.5023	2459.1	6.6112e+05	3.2223	0.0006359	0.99936	0.0012718	0.010248	False
SNF8__P1P2__primarysecondary__FWD__75	SNF8__P1P2	4059.3	1695.7/1175.9	4059.3	1435.8	-1.4987	1.3508e+05	6.6293e+05	3.2223	0.00063591	0.99936	0.0012718	0.010248	False
PIH1D1_-_49954876.23-P1P2	PIH1D1__P1P2	4458.3	1787.8/1629.9	4458.3	1708.9	-1.3829	12472	7.2809e+05	3.2222	0.00063609	0.99936	0.0012722	0.010248	False
C7orf26_+_6629646.23-P1P2	C7orf26__P1P2	3451.3	1162.9/904.48	3451.3	1033.7	-1.7383	33394	5.6363e+05	3.2211	0.00063842	0.99936	0.0012768	0.010277	False
MCTS1_+_119737992.23-P1P2	MCTS1__P1P2	3324	969.1/935.28	3324	952.19	-1.8025	571.83	5.4285e+05	3.2206	0.00063966	0.99936	0.0012793	0.010289	False
IPO7_+_9406198.23-P1P2	IPO7__P1P2	2339.2	451.96/287.43	2339.2	369.69	-2.6584	13535	3.8202e+05	3.2191	0.00064304	0.99936	0.0012861	0.010335	False
